Id,Date,Rating,Comment,Normalized_Comment,POS,Sentiment_TextBlob,Sentiment_TextBlob_Label,Sentiment_BERT,Sentiment_BERT_Label
1125," November 26, 2021",2,"Works as a monitor ok, but even after upgrading my Nvidia drivers and trying everything I could find, I cannot even hear people speaking on a youtube video with sound at 100% in Windows and on the Monitor.",work monitor ok even upgrading nvidia driver trying everything could find even hear people speaking youtube video sound window monitor,"[('work', 'NN'), ('monitor', 'NN'), ('ok', 'JJ'), ('even', 'RB'), ('upgrading', 'VBG'), ('nvidia', 'RB'), ('driver', 'RB'), ('trying', 'VBG'), ('everything', 'NN'), ('could', 'MD'), ('find', 'VB'), ('even', 'JJ'), ('hear', 'JJ'), ('people', 'NNS'), ('speaking', 'VBG'), ('youtube', 'JJ'), ('video', 'NN'), ('sound', 'NN'), ('window', 'NN'), ('monitor', 'NN')]",4,positive,3,neutral
1127," May 15, 2020",4,"Easy to set up, great color, brightness, etc.  My only negative is the speaker, for some reason becomes default speaker during Skype calls and volume is very low",easy set great color brightness etc negative speaker reason becomes default speaker skype call volume low,"[('easy', 'JJ'), ('set', 'VBN'), ('great', 'JJ'), ('color', 'NN'), ('brightness', 'NN'), ('etc', 'FW'), ('negative', 'JJ'), ('speaker', 'NN'), ('reason', 'NN'), ('becomes', 'VBZ'), ('default', 'NN'), ('speaker', 'NN'), ('skype', 'NN'), ('call', 'NN'), ('volume', 'NN'), ('low', 'JJ')]",3,neutral,5,positive
1128," April 18, 2020",5,"Sceptre is thinly built = GREAT!. Build Quality = OK... Feels kinda cheap (Mine had a marker dash on the right corner of the screen :( - Why?...  I mounted mine to my wall which was perfect, comes with everything you need. PLUS extension Offset spacer brackets to get over metal bracket on the back of the monitor.",sceptre thinly built great build quality ok feel kinda cheap mine marker dash right corner screen mounted mine wall perfect come everything need plus extension offset spacer bracket get metal bracket back monitor,"[('sceptre', 'NN'), ('thinly', 'RB'), ('built', 'VBN'), ('great', 'JJ'), ('build', 'JJ'), ('quality', 'NN'), ('ok', 'JJ'), ('feel', 'NN'), ('kinda', 'NN'), ('cheap', 'JJ'), ('mine', 'NN'), ('marker', 'NN'), ('dash', 'NN'), ('right', 'NN'), ('corner', 'NN'), ('screen', 'NN'), ('mounted', 'VBD'), ('mine', 'NN'), ('wall', 'NN'), ('perfect', 'JJ'), ('come', 'VBP'), ('everything', 'NN'), ('need', 'NN'), ('plus', 'CC'), ('extension', 'NN'), ('offset', 'NN'), ('spacer', 'NN'), ('bracket', 'NN'), ('get', 'VB'), ('metal', 'JJ'), ('bracket', 'NN'), ('back', 'RB'), ('monitor', 'NN')]",4,positive,3,neutral
1129," September 2, 2018",4,This monitor is working great for me so far! I really want to get a second one for my setup. The only reason I took off 1 star is because the speakers are the worst I’ve ever heard. My iPhone’s speaker blows this one away which is.... disappointing. But I’m not surprised as some monitors don’t even come with built in speakers.,monitor working great far really want get second one setup reason took star speaker worst ive ever heard iphones speaker blow one away disappointing im surprised monitor dont even come built speaker,"[('monitor', 'NN'), ('working', 'VBG'), ('great', 'JJ'), ('far', 'RB'), ('really', 'RB'), ('want', 'JJ'), ('get', 'NN'), ('second', 'JJ'), ('one', 'CD'), ('setup', 'NN'), ('reason', 'NN'), ('took', 'VBD'), ('star', 'NN'), ('speaker', 'NN'), ('worst', 'RBR'), ('ive', 'JJ'), ('ever', 'RB'), ('heard', 'VBN'), ('iphones', 'NNS'), ('speaker', 'RB'), ('blow', 'VBP'), ('one', 'CD'), ('away', 'RB'), ('disappointing', 'JJ'), ('im', 'NN'), ('surprised', 'VBD'), ('monitor', 'NN'), ('dont', 'NN'), ('even', 'RB'), ('come', 'VBP'), ('built', 'VBN'), ('speaker', 'NN')]",3,neutral,4,positive
1130," January 1, 2021",2,"The monitor looks quite nice with thin bezels and overall thin and lightweight build. The image quality is not very good although it does get pretty bright. I use with a Mac and when Night Shift is turned on and you enter full screen mode on the monitor the screen auto turns on it's warmest setting, so it turns orange. Seems to work normally when not in fullscreen viewing. The worst part about the monitor is the viewing angle. Unless you are looking directly in the center and it is set perfectly to eye level it is unusable. Even turning your head to look at the edges shifts the colors and brightness. Overall it is way overpriced for what you get. Might be ok for basic productivity but not good for gaming or media consumption.",monitor look quite nice thin bezel overall thin lightweight build image quality good although get pretty bright use mac night shift turned enter full screen mode monitor screen auto turn warmest setting turn orange seems work normally fullscreen viewing worst part monitor viewing angle unless looking directly center set perfectly eye level unusable even turning head look edge shift color brightness overall way overpriced get might ok basic productivity good gaming medium consumption,"[('monitor', 'NN'), ('look', 'NN'), ('quite', 'RB'), ('nice', 'JJ'), ('thin', 'JJ'), ('bezel', 'NN'), ('overall', 'JJ'), ('thin', 'JJ'), ('lightweight', 'NN'), ('build', 'NN'), ('image', 'NN'), ('quality', 'NN'), ('good', 'JJ'), ('although', 'IN'), ('get', 'NN'), ('pretty', 'RB'), ('bright', 'JJ'), ('use', 'NN'), ('mac', 'NN'), ('night', 'NN'), ('shift', 'NN'), ('turned', 'VBD'), ('enter', 'JJ'), ('full', 'JJ'), ('screen', 'NN'), ('mode', 'NN'), ('monitor', 'NN'), ('screen', 'JJ'), ('auto', 'NN'), ('turn', 'NN'), ('warmest', 'JJS'), ('setting', 'VBG'), ('turn', 'NN'), ('orange', 'NN'), ('seems', 'VBZ'), ('work', 'VBP'), ('normally', 'RB'), ('fullscreen', 'JJ'), ('viewing', 'VBG'), ('worst', 'JJS'), ('part', 'NN'), ('monitor', 'NN'), ('viewing', 'VBG'), ('angle', 'NN'), ('unless', 'IN'), ('looking', 'VBG'), ('directly', 'RB'), ('center', 'JJ'), ('set', 'VBN'), ('perfectly', 'RB'), ('eye', 'NN'), ('level', 'NN'), ('unusable', 'JJ'), ('even', 'RB'), ('turning', 'VBG'), ('head', 'NN'), ('look', 'NN'), ('edge', 'NN'), ('shift', 'NN'), ('color', 'NN'), ('brightness', 'NN'), ('overall', 'JJ'), ('way', 'NN'), ('overpriced', 'VBD'), ('get', 'NN'), ('might', 'MD'), ('ok', 'VB'), ('basic', 'JJ'), ('productivity', 'NN'), ('good', 'JJ'), ('gaming', 'NN'), ('medium', 'NN'), ('consumption', 'NN')]",4,positive,2,negative
1131," July 7, 2020",5,"Great price point to size and 1080P, these work excellent. Bezel is also very thin compared to other monitors of the same size. I have two of these monitors handling a dual monitor set-up, and I'll be buying a 3rd and 4th when I get paid again.",great price point size p work excellent bezel also thin compared monitor size two monitor handling dual monitor setup ill buying rd th get paid,"[('great', 'JJ'), ('price', 'NN'), ('point', 'NN'), ('size', 'NN'), ('p', 'NN'), ('work', 'NN'), ('excellent', 'JJ'), ('bezel', 'NN'), ('also', 'RB'), ('thin', 'JJ'), ('compared', 'VBN'), ('monitor', 'NN'), ('size', 'NN'), ('two', 'CD'), ('monitor', 'NN'), ('handling', 'VBG'), ('dual', 'JJ'), ('monitor', 'NN'), ('setup', 'NN'), ('ill', 'NN'), ('buying', 'VBG'), ('rd', 'NN'), ('th', 'NN'), ('get', 'NN'), ('paid', 'VBN')]",3,neutral,5,positive
1132," February 4, 2023",1,Monitor lasted a week.  Does not turn on anymore.  Amazon will not take back.  Oh well get what you pay for.,monitor lasted week turn anymore amazon take back oh well get pay,"[('monitor', 'NN'), ('lasted', 'VBD'), ('week', 'NN'), ('turn', 'NN'), ('anymore', 'RB'), ('amazon', 'JJ'), ('take', 'VB'), ('back', 'RP'), ('oh', 'RB'), ('well', 'RB'), ('get', 'VB'), ('pay', 'NN')]",3,neutral,1,negative
1133," October 8, 2021",3,"I purchased 2 monitors for work.  I've had them 3weeks, and today one of them no longer is working. I'm waiting to hear back from the seller.",purchased monitor work ive week today one longer working im waiting hear back seller,"[('purchased', 'VBN'), ('monitor', 'NN'), ('work', 'NN'), ('ive', 'JJ'), ('week', 'NN'), ('today', 'NN'), ('one', 'CD'), ('longer', 'JJR'), ('working', 'VBG'), ('im', 'NN'), ('waiting', 'VBG'), ('hear', 'JJ'), ('back', 'RB'), ('seller', 'NN')]",3,neutral,1,negative
1134," April 1, 2019",4,"I would give 5 stars because this monitor is great quality for a great price. However mine has a lean, but I don't think it was user error. I installed everything correctly but it still is slanted to the left maybe half an inch. It is not noticeable once in the zone, but still a bummer.",would give star monitor great quality great price however mine lean dont think user error installed everything correctly still slanted left maybe half inch noticeable zone still bummer,"[('would', 'MD'), ('give', 'VB'), ('star', 'NN'), ('monitor', 'NN'), ('great', 'JJ'), ('quality', 'NN'), ('great', 'JJ'), ('price', 'NN'), ('however', 'RB'), ('mine', 'JJ'), ('lean', 'JJ'), ('dont', 'NN'), ('think', 'VBP'), ('user', 'IN'), ('error', 'NN'), ('installed', 'VBD'), ('everything', 'NN'), ('correctly', 'RB'), ('still', 'RB'), ('slanted', 'VBN'), ('left', 'VBD'), ('maybe', 'RB'), ('half', 'JJ'), ('inch', 'NN'), ('noticeable', 'JJ'), ('zone', 'NN'), ('still', 'RB'), ('bummer', 'VB')]",4,positive,3,neutral
1135," July 7, 2020",5,I love this monitor. Sure the audio sucks on it but who buys monitors for the built in audio? My favorite feature is the 2 HDMI ports on the back so I can plug both my game systems into it and it automatically switched the HDMI to the console that is on.,love monitor sure audio suck buy monitor built audio favorite feature hdmi port back plug game system automatically switched hdmi console,"[('love', 'NN'), ('monitor', 'NN'), ('sure', 'JJ'), ('audio', 'JJ'), ('suck', 'NN'), ('buy', 'NN'), ('monitor', 'NN'), ('built', 'VBD'), ('audio', 'JJ'), ('favorite', 'JJ'), ('feature', 'NN'), ('hdmi', 'NN'), ('port', 'NN'), ('back', 'RB'), ('plug', 'JJ'), ('game', 'NN'), ('system', 'NN'), ('automatically', 'RB'), ('switched', 'VBD'), ('hdmi', 'JJ'), ('console', 'NN')]",3,neutral,5,positive
1136," December 29, 2021",5,Very good value for the price.,good value price,"[('good', 'JJ'), ('value', 'NN'), ('price', 'NN')]",4,positive,5,positive
1137," January 23, 2020",5,"Still use this for gaming on the switch but I used this as my primary monitor for gaming and creative purposes for a crazy long time. Mega thin, ultra light, very conducive to portable use. Built in speakers are pretty tinny but the fact that this has em at all is nice when I don't want to lug a speaker when I go to events.",still use gaming switch used primary monitor gaming creative purpose crazy long time mega thin ultra light conducive portable use built speaker pretty tinny fact em nice dont want lug speaker go event,"[('still', 'RB'), ('use', 'VB'), ('gaming', 'VBG'), ('switch', 'NN'), ('used', 'VBN'), ('primary', 'JJ'), ('monitor', 'NN'), ('gaming', 'VBG'), ('creative', 'JJ'), ('purpose', 'NN'), ('crazy', 'NN'), ('long', 'JJ'), ('time', 'NN'), ('mega', 'JJ'), ('thin', 'JJ'), ('ultra', 'JJ'), ('light', 'JJ'), ('conducive', 'NN'), ('portable', 'NN'), ('use', 'NN'), ('built', 'VBN'), ('speaker', 'NN'), ('pretty', 'RB'), ('tinny', 'JJ'), ('fact', 'NN'), ('em', 'JJ'), ('nice', 'JJ'), ('dont', 'NN'), ('want', 'VBP'), ('lug', 'NN'), ('speaker', 'NN'), ('go', 'VBP'), ('event', 'NN')]",3,neutral,5,positive
1138," November 17, 2021",5,Great investment for gaming and letting your lady have the house tv,great investment gaming letting lady house tv,"[('great', 'JJ'), ('investment', 'NN'), ('gaming', 'VBG'), ('letting', 'VBG'), ('lady', 'JJ'), ('house', 'NN'), ('tv', 'NN')]",5,positive,5,positive
1139," September 19, 2022",2,I chose this monitor for the built-in speakers. Don't do like me(((((((((((,chose monitor builtin speaker dont like,"[('chose', 'JJ'), ('monitor', 'NN'), ('builtin', 'NN'), ('speaker', 'NN'), ('dont', 'NN'), ('like', 'IN')]",3,neutral,5,positive
1140," October 13, 2018",3,"For the price, this can't be beat. Worked at 75Hz out of the box. 2 HDMI ports is great for flexibility. I mounted mine on an arm- the standoffs are included in the box, but not the M8 bolts. Extremely light.",price cant beat worked hz box hdmi port great flexibility mounted mine arm standoff included box bolt extremely light,"[('price', 'NN'), ('cant', 'NN'), ('beat', 'NN'), ('worked', 'VBD'), ('hz', 'JJ'), ('box', 'NN'), ('hdmi', 'NN'), ('port', 'NN'), ('great', 'JJ'), ('flexibility', 'NN'), ('mounted', 'VBD'), ('mine', 'JJ'), ('arm', 'NN'), ('standoff', 'NN'), ('included', 'VBD'), ('box', 'NN'), ('bolt', 'NN'), ('extremely', 'RB'), ('light', 'JJ')]",4,positive,5,positive
1141," August 28, 2021",5,Great for the price. Looks pretty good with color sensor calibration to use with photo editing for proper color representation.,great price look pretty good color sensor calibration use photo editing proper color representation,"[('great', 'JJ'), ('price', 'NN'), ('look', 'NN'), ('pretty', 'RB'), ('good', 'JJ'), ('color', 'NN'), ('sensor', 'NN'), ('calibration', 'NN'), ('use', 'NN'), ('photo', 'NN'), ('editing', 'VBG'), ('proper', 'JJ'), ('color', 'NN'), ('representation', 'NN')]",4,positive,5,positive
1142," January 27, 2023",1,"Arrived damaged on the stand but it worked ok, just chewed up, the HDMI did not work, they were too too small and damaged. Run from this one, please.",arrived damaged stand worked ok chewed hdmi work small damaged run one please,"[('arrived', 'VBN'), ('damaged', 'JJ'), ('stand', 'NN'), ('worked', 'VBD'), ('ok', 'JJ'), ('chewed', 'VBD'), ('hdmi', 'JJ'), ('work', 'NN'), ('small', 'JJ'), ('damaged', 'VBD'), ('run', 'VB'), ('one', 'CD'), ('please', 'NN')]",3,neutral,1,negative
1143," August 4, 2020",5,"Bought a few of these monitors since working from home is now permanent for me. I didn't want to break the bank buying new monitors and was a bit hesitant, since other similar monitors were much more expensive. I am glad I did as this monitor suits my needs.",bought monitor since working home permanent didnt want break bank buying new monitor bit hesitant since similar monitor much expensive glad monitor suit need,"[('bought', 'VBN'), ('monitor', 'NN'), ('since', 'IN'), ('working', 'VBG'), ('home', 'NN'), ('permanent', 'JJ'), ('didnt', 'NN'), ('want', 'VBP'), ('break', 'NN'), ('bank', 'NN'), ('buying', 'VBG'), ('new', 'JJ'), ('monitor', 'NN'), ('bit', 'NN'), ('hesitant', 'JJ'), ('since', 'IN'), ('similar', 'JJ'), ('monitor', 'NN'), ('much', 'JJ'), ('expensive', 'JJ'), ('glad', 'NN'), ('monitor', 'NN'), ('suit', 'NN'), ('need', 'NN')]",3,neutral,5,positive
1144," November 11, 2021",2,"The first thing that I notice when turning this monitor on is how faded the colors look.  Even after calibrating the colors on my operating system, it just looks like the monitor has been left on for about 10 years.  Definitely not a monitor I would use for gaming if that is your thing.  I want to use it for video editing, and I definitely would not use it for that.  It has a good size and it's light weight.  The price is good, but the picture quality is definitely lacking.",first thing notice turning monitor faded color look even calibrating color operating system look like monitor left year definitely monitor would use gaming thing want use video editing definitely would use good size light weight price good picture quality definitely lacking,"[('first', 'JJ'), ('thing', 'NN'), ('notice', 'NN'), ('turning', 'VBG'), ('monitor', 'NN'), ('faded', 'VBD'), ('color', 'NN'), ('look', 'NN'), ('even', 'RB'), ('calibrating', 'VBG'), ('color', 'NN'), ('operating', 'VBG'), ('system', 'NN'), ('look', 'VBP'), ('like', 'IN'), ('monitor', 'NN'), ('left', 'VBD'), ('year', 'NN'), ('definitely', 'RB'), ('monitor', 'NN'), ('would', 'MD'), ('use', 'VB'), ('gaming', 'VBG'), ('thing', 'NN'), ('want', 'NN'), ('use', 'NN'), ('video', 'NN'), ('editing', 'VBG'), ('definitely', 'RB'), ('would', 'MD'), ('use', 'VB'), ('good', 'JJ'), ('size', 'NN'), ('light', 'JJ'), ('weight', 'JJ'), ('price', 'NN'), ('good', 'JJ'), ('picture', 'NN'), ('quality', 'NN'), ('definitely', 'RB'), ('lacking', 'VBG')]",4,positive,2,negative
1145," April 25, 2021",5,"A fantastic monitor, thisnis my second one to match the other and they both work great. Beautiful picture, consistent brightness and colors. No weird flickering or issues whatsoever.",fantastic monitor thisnis second one match work great beautiful picture consistent brightness color weird flickering issue whatsoever,"[('fantastic', 'JJ'), ('monitor', 'NN'), ('thisnis', 'VBD'), ('second', 'JJ'), ('one', 'CD'), ('match', 'NN'), ('work', 'NN'), ('great', 'JJ'), ('beautiful', 'JJ'), ('picture', 'NN'), ('consistent', 'JJ'), ('brightness', 'NN'), ('color', 'NN'), ('weird', 'NN'), ('flickering', 'VBG'), ('issue', 'NN'), ('whatsoever', 'NN')]",4,positive,5,positive
1146," May 17, 2020",5,"I'm not super technical, but I think this was a very good value for the money.  I needed two monitors and a docking station on a tight budget.  I bought two of these and have been using them for about a month and a half and I'm really happy with them. No complaints.",im super technical think good value money needed two monitor docking station tight budget bought two using month half im really happy complaint,"[('im', 'JJ'), ('super', 'JJ'), ('technical', 'JJ'), ('think', 'NN'), ('good', 'JJ'), ('value', 'NN'), ('money', 'NN'), ('needed', 'VBN'), ('two', 'CD'), ('monitor', 'NN'), ('docking', 'VBG'), ('station', 'NN'), ('tight', 'VBD'), ('budget', 'NN'), ('bought', 'VBD'), ('two', 'CD'), ('using', 'VBG'), ('month', 'NN'), ('half', 'NN'), ('im', 'VBP'), ('really', 'RB'), ('happy', 'JJ'), ('complaint', 'NN')]",3,neutral,5,positive
1147," June 10, 2022",2,Everything is good with it but speaker is very cheap and quiet i dont know if that's how it is supposed to be but massive letdown this was better off being sold as *No speaker*,everything good speaker cheap quiet dont know thats supposed massive letdown better sold speaker,"[('everything', 'NN'), ('good', 'JJ'), ('speaker', 'NN'), ('cheap', 'JJ'), ('quiet', 'JJ'), ('dont', 'NN'), ('know', 'VBP'), ('thats', 'NNS'), ('supposed', 'VBD'), ('massive', 'JJ'), ('letdown', 'NN'), ('better', 'RBR'), ('sold', 'VBN'), ('speaker', 'NN')]",4,positive,3,neutral
1148," October 30, 2021",3,The picture is nice. No complaints there. The speakers are horrible. Sounds like a small tin can speaker... Pretty much useless.,picture nice complaint speaker horrible sound like small tin speaker pretty much useless,"[('picture', 'NN'), ('nice', 'JJ'), ('complaint', 'NN'), ('speaker', 'NN'), ('horrible', 'JJ'), ('sound', 'NN'), ('like', 'IN'), ('small', 'JJ'), ('tin', 'NN'), ('speaker', 'NN'), ('pretty', 'RB'), ('much', 'JJ'), ('useless', 'NN')]",3,neutral,1,negative
1149," April 27, 2020",5,"I connected this to an older HP laptop, giving me a much larger screen to view and seems to be of high quality. It has worked very well although the HDMI cable it came with could not be connected to my laptop so I ended up having to order a VGA to VGA cable to use instead.",connected older hp laptop giving much larger screen view seems high quality worked well although hdmi cable came could connected laptop ended order vga vga cable use instead,"[('connected', 'VBN'), ('older', 'JJR'), ('hp', 'JJ'), ('laptop', 'JJ'), ('giving', 'VBG'), ('much', 'JJ'), ('larger', 'JJR'), ('screen', 'JJ'), ('view', 'NN'), ('seems', 'VBZ'), ('high', 'JJ'), ('quality', 'NN'), ('worked', 'VBN'), ('well', 'RB'), ('although', 'IN'), ('hdmi', 'NN'), ('cable', 'NN'), ('came', 'VBD'), ('could', 'MD'), ('connected', 'VBN'), ('laptop', 'RB'), ('ended', 'VBN'), ('order', 'NN'), ('vga', 'NN'), ('vga', 'NN'), ('cable', 'NN'), ('use', 'NN'), ('instead', 'RB')]",3,neutral,5,positive
1150," March 18, 2020",5,Stuck at home working - my IT advised me there was a deal on Dells from a box store - I knew i could beat it here - got it for 30 bucks less than the dell sale. Saved me from a tiny screen.,stuck home working advised deal dell box store knew could beat got buck le dell sale saved tiny screen,"[('stuck', 'VBN'), ('home', 'NN'), ('working', 'VBG'), ('advised', 'VBD'), ('deal', 'NN'), ('dell', 'NN'), ('box', 'NN'), ('store', 'NN'), ('knew', 'NN'), ('could', 'MD'), ('beat', 'VB'), ('got', 'VBD'), ('buck', 'JJ'), ('le', 'NN'), ('dell', 'NN'), ('sale', 'NN'), ('saved', 'VBD'), ('tiny', 'JJ'), ('screen', 'NN')]",3,neutral,1,negative
1151," October 27, 2022",1,"I am so pissed! I took all the time to set this monitor up, connecting it to my laptop and monitor and i turn it in and it has a mark of dead pixels on the screen. I'm going to have to unconnect everything and take the monitor apart, box it back up to send it back. Save yourself time and energy and pay a few bucks more for a better quality monitor.",pissed took time set monitor connecting laptop monitor turn mark dead pixel screen im going unconnect everything take monitor apart box back send back save time energy pay buck better quality monitor,"[('pissed', 'VBN'), ('took', 'VBD'), ('time', 'NN'), ('set', 'VBN'), ('monitor', 'NN'), ('connecting', 'VBG'), ('laptop', 'JJ'), ('monitor', 'NN'), ('turn', 'VBP'), ('mark', 'NN'), ('dead', 'JJ'), ('pixel', 'NN'), ('screen', 'NN'), ('im', 'NN'), ('going', 'VBG'), ('unconnect', 'JJ'), ('everything', 'NN'), ('take', 'VB'), ('monitor', 'NN'), ('apart', 'RB'), ('box', 'VBZ'), ('back', 'RP'), ('send', 'VB'), ('back', 'RB'), ('save', 'JJ'), ('time', 'NN'), ('energy', 'NN'), ('pay', 'NN'), ('buck', 'VBP'), ('better', 'JJR'), ('quality', 'NN'), ('monitor', 'NN')]",3,neutral,1,negative
1152," July 11, 2019",3,"i looked around a lot, really just looking to expand on my macbook. this was perfect. I dont think itd be great for gaming, but net surfing and software stuff it works perfect.",looked around lot really looking expand macbook perfect dont think itd great gaming net surfing software stuff work perfect,"[('looked', 'VBN'), ('around', 'IN'), ('lot', 'NN'), ('really', 'RB'), ('looking', 'VBG'), ('expand', 'NN'), ('macbook', 'NN'), ('perfect', 'VBP'), ('dont', 'JJ'), ('think', 'VBP'), ('itd', 'JJ'), ('great', 'JJ'), ('gaming', 'JJ'), ('net', 'JJ'), ('surfing', 'NN'), ('software', 'NN'), ('stuff', 'NN'), ('work', 'NN'), ('perfect', 'NN')]",4,positive,5,positive
1153," April 9, 2021",5,"Great value for a clean, quality picture and motion. Not sure I’d use is as a gaming monitor but definitely more than enough for work, school or leisure use.",great value clean quality picture motion sure id use gaming monitor definitely enough work school leisure use,"[('great', 'JJ'), ('value', 'NN'), ('clean', 'JJ'), ('quality', 'NN'), ('picture', 'NN'), ('motion', 'NN'), ('sure', 'RB'), ('id', 'JJ'), ('use', 'NN'), ('gaming', 'VBG'), ('monitor', 'NN'), ('definitely', 'RB'), ('enough', 'JJ'), ('work', 'NN'), ('school', 'NN'), ('leisure', 'NN'), ('use', 'NN')]",4,positive,5,positive
1154," January 3, 2022",5,Picture quality is great!,picture quality great,"[('picture', 'NN'), ('quality', 'NN'), ('great', 'JJ')]",5,positive,5,positive
1155," February 7, 2023",1,The text is blurry. And it freezes constantly. I wish I had tried this out before the return period closed.,text blurry freeze constantly wish tried return period closed,"[('text', 'NN'), ('blurry', 'NN'), ('freeze', 'NN'), ('constantly', 'RB'), ('wish', 'JJ'), ('tried', 'JJ'), ('return', 'NN'), ('period', 'NN'), ('closed', 'VBD')]",3,neutral,1,negative
1156," May 15, 2018",5,"Was using dual 20"" Sceptre Monitors I purchased almost 12 years ago.",using dual sceptre monitor purchased almost year ago,"[('using', 'VBG'), ('dual', 'JJ'), ('sceptre', 'NN'), ('monitor', 'NN'), ('purchased', 'VBD'), ('almost', 'RB'), ('year', 'NN'), ('ago', 'IN')]",3,neutral,5,positive
1157," November 28, 2022",1,"I purchased  this monitor Sept 25, 2022.  It is now Nov 28, 2022 and the monitor no longer functions.  The screen flickers so badly it is unusable.  Product support is a joke.  There is no support.  What you get is a form to fill out to return the product at your expense and repair is at your expense.",purchased monitor sept nov monitor longer function screen flicker badly unusable product support joke support get form fill return product expense repair expense,"[('purchased', 'VBN'), ('monitor', 'NN'), ('sept', 'JJ'), ('nov', 'NN'), ('monitor', 'NN'), ('longer', 'JJR'), ('function', 'NN'), ('screen', 'NN'), ('flicker', 'NN'), ('badly', 'RB'), ('unusable', 'JJ'), ('product', 'NN'), ('support', 'NN'), ('joke', 'VBD'), ('support', 'NN'), ('get', 'VB'), ('form', 'NN'), ('fill', 'JJ'), ('return', 'VB'), ('product', 'NN'), ('expense', 'NN'), ('repair', 'NN'), ('expense', 'NN')]",2,negative,1,negative
1158," April 24, 2020",5,"For a monitor that cost me well under $100, there really isn't anything to complain about. The speakers are about as quality as a small laptop, and the picture quality is great, aside from some of the darker tones. I haven't tried calibrating the monitor, so that may be the issue, rather than the monitor itself.",monitor cost well really isnt anything complain speaker quality small laptop picture quality great aside darker tone havent tried calibrating monitor may issue rather monitor,"[('monitor', 'NN'), ('cost', 'NN'), ('well', 'RB'), ('really', 'RB'), ('isnt', 'JJ'), ('anything', 'NN'), ('complain', 'NN'), ('speaker', 'NN'), ('quality', 'NN'), ('small', 'JJ'), ('laptop', 'JJ'), ('picture', 'NN'), ('quality', 'NN'), ('great', 'JJ'), ('aside', 'RB'), ('darker', 'NN'), ('tone', 'NN'), ('havent', 'NN'), ('tried', 'VBD'), ('calibrating', 'VBG'), ('monitor', 'NN'), ('may', 'MD'), ('issue', 'VB'), ('rather', 'RB'), ('monitor', 'NN')]",4,positive,4,positive
1159," July 20, 2020",5,I'm an IT professional and I am very happy with this purchase.  I bought it for my 9 year old to play Roblox on his computer.  It's very sharp and the speakers work well.  This is by far the best value for the money!,im professional happy purchase bought year old play roblox computer sharp speaker work well far best value money,"[('im', 'JJ'), ('professional', 'NN'), ('happy', 'JJ'), ('purchase', 'NN'), ('bought', 'VBD'), ('year', 'NN'), ('old', 'JJ'), ('play', 'NN'), ('roblox', 'VBZ'), ('computer', 'NN'), ('sharp', 'JJ'), ('speaker', 'NN'), ('work', 'NN'), ('well', 'RB'), ('far', 'RB'), ('best', 'JJS'), ('value', 'NN'), ('money', 'NN')]",3,neutral,5,positive
1160," February 4, 2023",1,Received today i measured the screen its not 24 inches like its advertised or says on the box its actually 21 inches.,received today measured screen inch like advertised say box actually inch,"[('received', 'VBN'), ('today', 'NN'), ('measured', 'VBN'), ('screen', 'JJ'), ('inch', 'NN'), ('like', 'IN'), ('advertised', 'JJ'), ('say', 'VBP'), ('box', 'NN'), ('actually', 'RB'), ('inch', 'JJ')]",3,neutral,1,negative
1161," April 9, 2020",4,Great product! Started using it since yesterday. It come with EVERYTHING you need to set it up.,great product started using since yesterday come everything need set,"[('great', 'JJ'), ('product', 'NN'), ('started', 'VBD'), ('using', 'VBG'), ('since', 'IN'), ('yesterday', 'NN'), ('come', 'VBP'), ('everything', 'NN'), ('need', 'NN'), ('set', 'VBN')]",5,positive,5,positive
1162," May 7, 2020",5,"I’ve been using this to work from home for quite some time now and have no complaints. I can’t speak on gaming, but I am an engineer and work with quite a few models and the graphics have been good enough for my usage thus far. I may actually buy a second one here soon.",ive using work home quite time complaint cant speak gaming engineer work quite model graphic good enough usage thus far may actually buy second one soon,"[('ive', 'JJ'), ('using', 'VBG'), ('work', 'NN'), ('home', 'NN'), ('quite', 'RB'), ('time', 'NN'), ('complaint', 'NN'), ('cant', 'JJ'), ('speak', 'NN'), ('gaming', 'VBG'), ('engineer', 'NN'), ('work', 'NN'), ('quite', 'RB'), ('model', 'JJ'), ('graphic', 'JJ'), ('good', 'JJ'), ('enough', 'RB'), ('usage', 'JJ'), ('thus', 'RB'), ('far', 'RB'), ('may', 'MD'), ('actually', 'RB'), ('buy', 'VB'), ('second', 'JJ'), ('one', 'CD'), ('soon', 'RB')]",3,neutral,5,positive
1163," January 28, 2020",4,"The posted dimensions on this page are wrong. It is NOT 15.5"" tall. It is 13.5"" tall.",posted dimension page wrong tall tall,"[('posted', 'VBN'), ('dimension', 'NN'), ('page', 'NN'), ('wrong', 'JJ'), ('tall', 'JJ'), ('tall', 'NN')]",2,negative,1,negative
